"price","trim","isOneOwner","mileage","year","color","fuel","soundSystem","wheelType","displacement"
25.95,"550","No",97.134,2007,"Black","Gasoline","Premium","unsp",5.5
34.995,"550","No",54.022,2009,"White","Gasoline","unsp","Alloy",5.5
32.99,"550","No",43.3,2008,"Black","Gasoline","Harman Kardon","Alloy",5.5
36.9,"550","Yes",52.3,2008,"Other","Gasoline","Harman Kardon","Alloy",5.5
25.99,"550","No",69.008,2007,"Black","Gasoline","Harman Kardon","unsp",5.5
36.48,"550","No",33.186,2007,"Other","Gasoline","unsp","unsp",5.5
28.895,"550","Yes",77.964,2008,"White","Gasoline","Premium","Alloy",5.5
34.9,"550","No",63.6,2008,"Black","Gasoline","unsp","unsp",5.5
27.998,"550","No",91.054,2008,"Other","Gasoline","Premium","unsp",5.5
37.9,"550","Yes",39.057,2009,"Silver","Gasoline","Harman Kardon","Alloy",5.5
33.999,"550","No",47.345,2009,"White","Gasoline","unsp","unsp",5.5
39.995,"550","No",72,2009,"Black","Gasoline","Harman Kardon","Alloy",5.5
34.817,"550","No",54.054,2009,"White","Gasoline","unsp","unsp",5.5
31.98,"550","No",76.987,2007,"White","Gasoline","Premium","unsp",5.5
27.8,"550","No",57.323,2008,"Black","Gasoline","Harman Kardon","unsp",5.5
27.999,"550","No",81.383,2008,"White","Gasoline","unsp","unsp",5.5
37.998,"550","Yes",41.469,2009,"White","Gasoline","Premium","unsp",5.5
31.99,"550","No",76.887,2009,"Black","Gasoline","Premium","unsp",5.5
27.9,"550","No",51.497,2007,"Other","Gasoline","unsp","unsp",5.5
30.73,"550","No",64.63,2007,"White","Gasoline","Premium","Alloy",5.5
24.967,"550","No",80.869,2007,"Black","Gasoline","Harman Kardon","Alloy",5.5
30.995,"550","No",62.55,2008,"Other","Gasoline","Harman Kardon","unsp",5.5
29.99,"550","No",56.182,2008,"Silver","Gasoline","unsp","unsp",5.5
29.995,"550","No",68,2008,"Silver","Gasoline","Harman Kardon","unsp",5.5
24.98,"550","No",115.732,2007,"Black","Gasoline","Premium","unsp",5.5
28.872,"550","No",84.335,2007,"Black","Gasoline","Harman Kardon","Premium",5.5
24.987,"550","No",81.6,2007,"Black","Gasoline","unsp","Alloy",5.5
21.763,"550","No",137.421,2008,"Silver","Gasoline","unsp","unsp",5.5
34.9,"550","No",84.776,2009,"Black","Gasoline","unsp","unsp",5.5
26.895,"550","Yes",124.074,2009,"Black","Gasoline","unsp","unsp",5.5
26.919,"550","No",93.246,2007,"Black","Gasoline","Harman Kardon","unsp",5.5
24.999,"550","No",14.894,2007,"Other","Gasoline","Premium","unsp",5.5
36.981,"550","No",45.797,2008,"Silver","Gasoline","Premium","Alloy",5.5
33.428,"550","No",56.909,2008,"Silver","Gasoline","Premium","Alloy",5.5
59.995,"Other","Yes",15.616,2012,"White","Diesel","Premium","unsp",3
40.995,"550","No",53.172,2011,"Silver","Gasoline","Harman Kardon","unsp",5.5
34.999,"550","No",74.383,2010,"White","Gasoline","unsp","unsp",5.5
58.5,"550","Yes",21.667,2010,"White","Gasoline","unsp","unsp",5.5
37.9,"550","Yes",46.663,2011,"Silver","Gasoline","Bang Olufsen","Alloy",5.5
49.777,"550","No",39.987,2010,"Black","Gasoline","unsp","Alloy",5.5
54.999,"550","Yes",25.097,2011,"Other","Gasoline","unsp","Alloy",5.5
51.88,"550","Yes",32.379,2011,"Black","Gasoline","Premium","Alloy",5.5
39.995,"550","No",45.28,2010,"White","Gasoline","unsp","unsp",5.5
39.984,"550","Yes",32.321,2010,"Silver","Gasoline","unsp","unsp",5.5
32.777,"550","No",80.113,2010,"Silver","Gasoline","Premium","unsp",5.5
31.999,"550","No",48.023,2010,"Other","Gasoline","Premium","Alloy",5.5
38.5,"550","No",41.556,2011,"Other","Gasoline","Harman Kardon","Alloy",5.5
52.99,"550","No",45.991,2011,"Silver","Gasoline","Premium","unsp",5.5
54.8,"550","Yes",34.812,2011,"Black","Gasoline","unsp","unsp",5.5
55.989,"550","Yes",29.522,2011,"Black","Gasoline","Premium","Alloy",5.5
44.989,"550","No",53.929,2010,"Black","Gasoline","unsp","unsp",5.5
46.9,"550","Yes",36.261,2011,"Silver","Gasoline","Harman Kardon","Alloy",5.5
36.995,"550","No",37.179,2010,"Silver","Gasoline","unsp","Alloy",5.5
46,"550","No",41.017,2010,"White","Gasoline","unsp","Alloy",5.5
49.9,"550","No",29.64,2010,"Other","Gasoline","unsp","Alloy",5.5
37.771,"550","Yes",47.496,2011,"Black","Gasoline","Harman Kardon","unsp",5.5
42.999,"550","Yes",43.13,2012,"Black","Gasoline","Harman Kardon","Alloy",4.6
54.775,"550","No",26.32,2012,"Other","Gasoline","unsp","unsp",4.6
62.997,"550","Yes",14.949,2012,"Silver","Gasoline","Harman Kardon","unsp",4.6
54.995,"550","No",22.6,2012,"Black","Gasoline","Harman Kardon","Alloy",4.6
71.887,"550","No",18.11,2013,"Other","Gasoline","Premium","Alloy",4.6
54.99,"550","No",31.763,2012,"White","Gasoline","Bang Olufsen","Alloy",4.6
49,"550","No",36.885,2012,"Black","Gasoline","Premium","unsp",4.6
44.999,"550","Yes",44.31,2012,"Black","Gasoline","unsp","Alloy",4.6
47.999,"550","No",43.647,2012,"Black","Gasoline","Premium","Alloy",4.6
47.999,"550","No",36.008,2012,"Black","Gasoline","Harman Kardon","unsp",4.6
60.999,"550","No",20.393,2013,"Black","Gasoline","unsp","Premium",4.6
57.35,"550","Yes",23.943,2012,"Black","Gasoline","Harman Kardon","Alloy",4.6
62.995,"550","Yes",2.885,2013,"Silver","Gasoline","Harman Kardon","Alloy",4.6
59.99,"550","No",16.164,2012,"Black","Gasoline","unsp","Alloy",4.6
73.492,"550","Yes",23.185,2013,"White","Gasoline","Harman Kardon","unsp",4.6
48.995,"550","Yes",27.553,2012,"White","Gasoline","unsp","unsp",4.6
51.45,"550","Yes",30.71,2013,"Other","Gasoline","unsp","unsp",4.6
65.998,"550","No",41.435,2012,"Black","Gasoline","Premium","Alloy",4.6
69.95,"550","No",7.122,2012,"Black","Gasoline","Premium","Alloy",4.6
61.99,"550","Yes",15.935,2012,"Black","Gasoline","Harman Kardon","Alloy",4.6
71,"550","Yes",16.686,2012,"White","Gasoline","unsp","unsp",4.6
46.895,"Other","Yes",35.201,2010,"Other","Hybrid","Harman Kardon","Alloy",3.5
36.888,"Other","No",31.13,2010,"Silver","Hybrid","Premium","Alloy",3.5
36.488,"Other","No",30.171,2010,"Silver","Hybrid","unsp","unsp",3.5
58.995,"Other","No",4.298,2012,"Silver","Hybrid","Harman Kardon","unsp",3.5
5.991,"Other","No",56.293,1996,"Silver","Gasoline","unsp","Alloy",3.2
5.689,"Other","No",207.978,1994,"Other","Gasoline","Premium","Alloy",3.2
5.995,"Other","No",96.702,1998,"Other","Gasoline","unsp","unsp",3.2
5.9,"Other","No",178.618,1996,"Black","Gasoline","unsp","Alloy",3.2
3.99,"Other","Yes",162.226,1998,"Other","Gasoline","Bose","unsp",3.2
4.5,"Other","No",100.082,1995,"Other","Gasoline","Premium","unsp",4.2
4.995,"Other","No",222.514,1996,"Other","Gasoline","Premium","Alloy",4.2
2.1,"Other","No",230.985,1995,"White","Gasoline","unsp","Alloy",4.2
7.995,"Other","No",88.97,1999,"Other","Gasoline","unsp","Alloy",4.2
2.999,"500","No",151,1996,"Silver","Gasoline","Premium","Alloy",5
5.988,"500","No",163.311,1995,"Black","Gasoline","Bose","Alloy",5
7.5,"500","No",152,1996,"Other","Gasoline","Premium","unsp",5
4.977,"500","No",185.807,1997,"Black","Gasoline","unsp","Alloy",5
8.9,"500","No",126.964,1997,"Silver","Gasoline","unsp","Alloy",5
2.99,"500","No",99.192,1998,"Black","Gasoline","unsp","unsp",5
6.9,"500","No",123.5,1997,"Black","Gasoline","Premium","Alloy",5
7.25,"Other","No",139.497,2006,"Black","Gasoline","Bose","Alloy",3.7
4.996,"430","No",135.774,2000,"Black","Gasoline","unsp","Alloy",4.3
8.499,"430","No",121.321,2001,"Black","Gasoline","unsp","Alloy",4.3
2.695,"430","No",111.111,2001,"White","Gasoline","Premium","Alloy",4.3
7.995,"430","No",144.826,2005,"Other","Gasoline","unsp","unsp",4.3
8.5,"430","No",112,2001,"Other","Gasoline","Premium","unsp",4.3
3.967,"430","No",202.667,2000,"Black","Gasoline","Bose","Alloy",4.3
9.99,"430","No",99.449,2001,"Black","Gasoline","unsp","Alloy",4.3
6.295,"430","No",148.847,2002,"Silver","Gasoline","Premium","unsp",4.3
14.899,"430","No",63.973,2005,"Black","Gasoline","unsp","Alloy",4.3
10.5,"430","No",96.516,2002,"White","Gasoline","Bose","Alloy",4.3
8.922,"430","No",91.39,2003,"White","Gasoline","Premium","unsp",4.3
9.971,"430","No",65.938,2000,"White","Gasoline","unsp","unsp",4.3
11.988,"430","No",69.253,2004,"Silver","Gasoline","Premium","unsp",4.3
12.977,"430","No",116.2,2006,"Other","Gasoline","unsp","unsp",4.3
13.991,"430","No",60.059,2004,"Black","Gasoline","unsp","unsp",4.3
6.295,"430","No",157,2001,"Black","Gasoline","Premium","Alloy",4.3
9.99,"430","No",96.758,2003,"Black","Gasoline","unsp","unsp",4.3
6.995,"430","No",148.52,2001,"Other","Gasoline","unsp","Alloy",4.3
15.99,"430","No",103.275,2006,"Silver","Gasoline","Bose","unsp",4.3
7.994,"Other","No",108.663,2001,"Silver","Gasoline","unsp","unsp",5.4
11,"Other","No",70.885,2001,"Other","Gasoline","Bose","Alloy",5.4
10.5,"Other","No",121.951,2002,"Other","Gasoline","unsp","unsp",5.4
24.995,"500","No",28.321,2006,"Black","Gasoline","Premium","unsp",5
14.499,"500","No",70.074,2004,"Black","Gasoline","unsp","Alloy",5
13.474,"500","No",88.664,2003,"Silver","Gasoline","Premium","unsp",5
8.995,"500","No",56.922,2003,"Other","Gasoline","unsp","unsp",5
5.995,"500","No",150.467,2001,"Silver","Gasoline","unsp","unsp",5
10.988,"500","No",110,2002,"Silver","Gasoline","unsp","Alloy",5
11.881,"500","No",84.786,2004,"Silver","Gasoline","Bose","Alloy",5
14.981,"500","No",93.936,2005,"Silver","Gasoline","Premium","unsp",5
21.995,"500","No",43.267,2006,"Black","Gasoline","Bose","Alloy",5
7.99,"500","No",124.719,2001,"Silver","Gasoline","Bose","Alloy",5
7.995,"500","No",108.895,2001,"Silver","Gasoline","Bose","Alloy",5
7.995,"500","No",162.012,2004,"Black","Gasoline","unsp","unsp",5
9.25,"500","No",121.5,2000,"Black","Gasoline","Premium","Alloy",5
10.99,"500","No",78.349,2002,"Black","Gasoline","Premium","Alloy",5
14.975,"500","No",83.793,2006,"White","Gasoline","unsp","Alloy",5
16.8,"500","No",84.201,2006,"Black","Gasoline","unsp","unsp",5
8.995,"500","No",116.43,2001,"Black","Gasoline","Premium","Alloy",5
9.495,"500","No",113.755,2002,"Silver","Gasoline","Premium","unsp",5
15.9,"500","No",121.568,2003,"Other","Gasoline","Premium","Alloy",5
7.995,"500","No",152.396,2002,"Black","Gasoline","unsp","Alloy",5
7.9,"500","No",137.676,2001,"Black","Gasoline","unsp","Alloy",5
12,"500","No",111.828,2002,"Black","Gasoline","unsp","Alloy",5
8.991,"500","No",89.117,2002,"White","Gasoline","Bose","Premium",5
13.5,"500","No",90.5,2006,"Silver","Gasoline","Premium","Alloy",5
3,"500","No",134.959,2003,"Other","Gasoline","unsp","unsp",5
6.995,"500","No",95.346,2000,"Black","Gasoline","unsp","Alloy",5
13.5,"Other","No",81.687,2003,"Black","Gasoline","unsp","unsp",5.5
9.995,"Other","No",83.966,2001,"Black","Gasoline","unsp","unsp",5.8
8.45,"Other","No",86.321,2001,"Black","Gasoline","unsp","Alloy",5.8
10.995,"430","No",108.199,2004,"Black","Gasoline","unsp","unsp",4.3
15.54,"430","No",63.387,2005,"Silver","Gasoline","Bose","Alloy",4.3
9,"500","No",94.618,2003,"Black","Gasoline","Premium","Alloy",5
12.8,"500","No",82.606,2003,"Other","Gasoline","unsp","unsp",5
29.888,"550","No",39.257,2007,"Silver","Gasoline","unsp","unsp",5.5
19.99,"550","No",104.481,2007,"Other","Gasoline","unsp","unsp",5.5
21.98,"550","No",100.849,2007,"Black","Gasoline","Premium","unsp",5.5
33.9,"550","Yes",43.155,2008,"Silver","Gasoline","unsp","Alloy",5.5
29.981,"550","Yes",86.858,2009,"Other","Gasoline","unsp","unsp",5.5
33.995,"550","No",44.921,2007,"Other","Gasoline","Harman Kardon","unsp",5.5
29.995,"550","No",61.582,2007,"Black","Gasoline","Premium","unsp",5.5
25.983,"550","No",77.787,2007,"Silver","Gasoline","Harman Kardon","Alloy",5.5
36.77,"550","Yes",25.392,2007,"Silver","Gasoline","unsp","unsp",5.5
33.995,"550","Yes",41.887,2007,"Silver","Gasoline","Harman Kardon","Premium",5.5
28.981,"550","No",71.549,2007,"Other","Gasoline","Premium","Alloy",5.5
27.999,"550","No",84.584,2007,"Other","Gasoline","unsp","Alloy",5.5
31,"550","No",61.157,2007,"White","Gasoline","Premium","Alloy",5.5
34.981,"550","No",69.639,2008,"Black","Gasoline","Harman Kardon","Alloy",5.5
29.999,"550","No",55.391,2008,"Black","Gasoline","Harman Kardon","Alloy",5.5
34.824,"550","No",44.693,2008,"Silver","Gasoline","Premium","Alloy",5.5
22.8,"550","No",77.096,2007,"Other","Gasoline","Harman Kardon","Alloy",5.5
25.988,"550","Yes",77.78,2007,"Black","Gasoline","unsp","Alloy",5.5
22.544,"550","No",86.115,2007,"Other","Gasoline","unsp","unsp",5.5
33.699,"550","No",35.075,2008,"White","Gasoline","Harman Kardon","Alloy",5.5
24.99,"550","No",108.25,2007,"White","Gasoline","Harman Kardon","other",5.5
25.966,"550","No",78.69,2007,"Black","Gasoline","Premium","Premium",5.5
26.995,"550","No",77.813,2007,"White","Gasoline","Harman Kardon","unsp",5.5
24.99,"550","No",77.461,2007,"Silver","Gasoline","unsp","unsp",5.5
28.991,"550","No",77.98,2008,"Black","Gasoline","unsp","Alloy",5.5
25.888,"550","No",85.765,2007,"White","Gasoline","unsp","unsp",5.5
27.995,"550","No",55.136,2007,"Black","Gasoline","unsp","unsp",5.5
28.995,"550","Yes",49.419,2007,"Black","Gasoline","unsp","Alloy",5.5
33.9,"550","No",30.672,2007,"White","Gasoline","Premium","unsp",5.5
22.726,"550","No",124.229,2007,"Black","Gasoline","Premium","unsp",5.5
23.995,"550","No",88.891,2007,"Other","Gasoline","unsp","unsp",5.5
32.9,"550","No",63.878,2007,"Black","Gasoline","Premium","Alloy",5.5
31.977,"550","Yes",39.786,2007,"Other","Gasoline","Premium","Alloy",5.5
29.994,"550","No",74.683,2008,"Other","Gasoline","Harman Kardon","Alloy",5.5
28.399,"550","No",85.039,2008,"Black","Gasoline","unsp","Alloy",5.5
27,"550","Yes",74.752,2008,"Black","Gasoline","Harman Kardon","unsp",5.5
26.999,"550","No",83.05,2009,"Black","Gasoline","unsp","Alloy",5.5
32.995,"550","No",85.563,2007,"Silver","Gasoline","unsp","unsp",5.5
25.988,"550","No",86.225,2007,"Black","Gasoline","Harman Kardon","unsp",5.5
23.995,"550","No",109.5,2007,"White","Gasoline","Premium","unsp",5.5
34.988,"550","No",70.843,2009,"Silver","Gasoline","Premium","Alloy",5.5
35.99,"550","No",59.225,2009,"Silver","Gasoline","Premium","Alloy",5.5
20,"550","No",95.731,2007,"Black","Gasoline","unsp","Alloy",5.5
26.98,"550","No",106.295,2009,"Other","Gasoline","Premium","Alloy",5.5
26.99,"550","No",87.32,2007,"Other","Gasoline","Premium","Alloy",5.5
26.8,"550","No",97.111,2007,"Black","Gasoline","Premium","unsp",5.5
46.991,"550","No",45.241,2007,"Black","Gasoline","Premium","Alloy",5.5
28.599,"550","No",43.207,2007,"Black","Gasoline","Premium","Alloy",5.5
41.029,"550","No",43.189,2009,"White","Gasoline","Premium","Alloy",5.5
29.991,"Other","No",89.277,2007,"Other","Gasoline","unsp","unsp",5.5
49.5,"Other","Yes",26.882,2007,"Black","Gasoline","unsp","unsp",5.5
33.777,"Other","No",73.207,2007,"Other","Gasoline","Premium","Alloy",5.5
29.888,"Other","No",69.259,2007,"Other","Gasoline","Harman Kardon","unsp",5.5
29.998,"Other","Yes",96.994,2008,"Silver","Gasoline","Harman Kardon","Premium",6.3
59.8,"Other","No",47.221,2008,"White","Gasoline","Premium","unsp",6.3
46.995,"Other","Yes",58.268,2009,"Black","Gasoline","unsp","Alloy",6.3
33.9,"Other","No",97.522,2008,"White","Gasoline","unsp","Alloy",6.3
28.994,"Other","No",114.432,2008,"Black","Gasoline","unsp","Alloy",6.3
31.657,"Other","No",79.567,2009,"Black","Gasoline","unsp","unsp",6.3
55.978,"Other","No",64.497,2008,"Black","Gasoline","unsp","Alloy",6
49.881,"550","Yes",48.75,2011,"Black","Gasoline","Harman Kardon","unsp",5.5
48.99,"550","No",28.215,2011,"White","Gasoline","unsp","unsp",5.5
39.9,"550","No",65.809,2010,"White","Gasoline","Premium","unsp",5.5
48.561,"550","No",33.731,2011,"White","Gasoline","Premium","Alloy",5.5
59.995,"550","No",17.343,2011,"Black","Gasoline","unsp","unsp",5.5
62.998,"550","Yes",61.847,2010,"White","Gasoline","Harman Kardon","Alloy",5.5
50.994,"550","Yes",41.794,2011,"White","Gasoline","Harman Kardon","Premium",5.5
52.9,"550","No",22.259,2011,"Black","Gasoline","unsp","Alloy",5.5
39.995,"550","No",32.034,2010,"White","Gasoline","Premium","Alloy",5.5
48.605,"550","Yes",21.004,2011,"Black","Gasoline","Harman Kardon","unsp",5.5
44.998,"550","No",46.887,2011,"Black","Gasoline","Premium","Alloy",5.5
37.499,"550","No",53.346,2010,"Black","Gasoline","Premium","Alloy",5.5
45.551,"550","Yes",30.162,2010,"Black","Gasoline","Harman Kardon","unsp",5.5
47.987,"550","No",41.427,2011,"Other","Gasoline","Harman Kardon","Alloy",5.5
47.566,"550","No",41.45,2011,"Black","Gasoline","unsp","unsp",5.5
56.428,"550","No",23.599,2011,"Other","Gasoline","unsp","Alloy",5.5
46.99,"550","Yes",20.785,2011,"Other","Gasoline","Harman Kardon","unsp",5.5
69.993,"550","Yes",22.229,2013,"White","Gasoline","Harman Kardon","unsp",4.6
59.995,"550","No",16,2013,"Black","Gasoline","Harman Kardon","Alloy",4.6
55.65,"550","Yes",23.175,2013,"White","Gasoline","Harman Kardon","unsp",4.6
47.995,"550","No",49.712,2012,"White","Gasoline","unsp","Alloy",4.6
43.999,"550","No",87.721,2012,"Black","Gasoline","Premium","Alloy",4.6
53.95,"550","No",29.366,2012,"Other","Gasoline","Premium","Premium",4.6
62.995,"550","No",14.026,2012,"Silver","Gasoline","Harman Kardon","unsp",4.6
76.988,"550","No",14.453,2013,"White","Gasoline","unsp","unsp",4.6
71.991,"550","No",18.589,2012,"Silver","Gasoline","Premium","Alloy",4.6
62.995,"550","Yes",9.436,2012,"Silver","Gasoline","Premium","unsp",4.6
57.995,"550","No",26.202,2013,"Black","Gasoline","Harman Kardon","Alloy",4.6
47.995,"550","No",40.159,2012,"White","Gasoline","Harman Kardon","Alloy",4.6
55.9,"550","No",27.309,2012,"Black","Gasoline","Premium","Alloy",4.6
62.88,"550","Yes",12.65,2012,"Silver","Gasoline","Premium","Alloy",4.6
65.994,"550","Yes",18.182,2013,"Black","Gasoline","Harman Kardon","Alloy",4.6
56.8,"550","No",29.813,2013,"Black","Gasoline","unsp","unsp",4.6
50.995,"550","No",26.104,2013,"Black","Gasoline","unsp","Alloy",4.6
61.994,"550","Yes",23.527,2013,"White","Gasoline","Harman Kardon","unsp",4.6
69.9,"Other","No",35.205,2011,"White","Gasoline","Harman Kardon","Alloy",5.5
67.99,"Other","Yes",32.513,2011,"Black","Gasoline","Harman Kardon","Alloy",5.5
79.995,"Other","No",26.862,2012,"Black","Gasoline","unsp","unsp",5.5
52.999,"Other","No",43.611,2010,"Black","Gasoline","Premium","Alloy",6.3
50.998,"Other","Yes",64.987,2010,"Silver","Gasoline","Harman Kardon","Premium",6.3
29.85,"550","Yes",63.302,2007,"Black","Gasoline","Premium","Alloy",5.5
25.995,"550","No",102.685,2007,"Black","Gasoline","Premium","Alloy",5.5
39.9,"550","No",35.617,2007,"White","Gasoline","unsp","unsp",5.5
25.87,"550","No",84.446,2008,"Black","Gasoline","unsp","Alloy",5.5
28.765,"550","No",88.264,2009,"Black","Gasoline","Premium","Alloy",5.5
29.995,"550","No",71.07,2007,"Black","Gasoline","Premium","Alloy",5.5
31.495,"550","No",46.271,2007,"Other","Gasoline","unsp","unsp",5.5
24.795,"550","No",98.03,2007,"Other","Gasoline","Harman Kardon","unsp",5.5
26.995,"550","No",90.268,2008,"Other","Gasoline","Harman Kardon","Alloy",5.5
25.977,"550","No",77.299,2008,"Black","Gasoline","Harman Kardon","Alloy",5.5
43.9,"550","Yes",51.061,2009,"White","Gasoline","Premium","Alloy",5.5
44.977,"550","No",42.72,2009,"White","Gasoline","Premium","Alloy",5.5
20.999,"550","No",125.191,2007,"Black","Gasoline","Harman Kardon","Alloy",5.5
28.991,"550","No",81.905,2008,"Silver","Gasoline","Harman Kardon","other",5.5
32.9,"550","No",58.831,2008,"Black","Gasoline","Premium","Alloy",5.5
39.85,"550","No",58.942,2008,"Other","Gasoline","Harman Kardon","unsp",5.5
26.999,"550","No",95.58,2008,"Black","Gasoline","unsp","Alloy",5.5
23.995,"550","No",108.614,2009,"White","Gasoline","Premium","Alloy",5.5
10.2,"550","No",173.359,2007,"Black","Gasoline","unsp","Alloy",5.5
24.994,"550","No",83.937,2008,"Black","Gasoline","Harman Kardon","unsp",5.5
27.985,"550","No",78.353,2007,"Other","Gasoline","unsp","Alloy",5.5
36.977,"550","No",37.699,2008,"White","Gasoline","Harman Kardon","unsp",5.5
42.995,"550","No",28.252,2009,"White","Gasoline","Premium","unsp",5.5
32.995,"550","No",44.649,2007,"Other","Gasoline","Premium","Alloy",5.5
32.988,"550","No",64.945,2008,"Other","Gasoline","Harman Kardon","Alloy",5.5
35.995,"550","No",31.025,2008,"Other","Gasoline","unsp","unsp",5.5
32.988,"550","No",64.397,2008,"Other","Gasoline","Premium","Alloy",5.5
40.991,"550","No",35.726,2008,"Black","Gasoline","Harman Kardon","Alloy",5.5
35.9,"550","No",41.01,2009,"Black","Gasoline","Premium","Alloy",5.5
26.995,"550","No",75.9,2007,"Black","Gasoline","unsp","Alloy",5.5
34.995,"550","No",46.476,2009,"Black","Gasoline","unsp","Alloy",5.5
29.981,"550","No",68.478,2007,"Black","Gasoline","Harman Kardon","unsp",5.5
56.99,"Other","Yes",20.219,2012,"Silver","Diesel","Premium","unsp",3
63.995,"Other","No",3.257,2013,"Black","Diesel","unsp","unsp",3
39.995,"550","No",37.918,2010,"Black","Gasoline","unsp","unsp",5.5
35.9,"550","No",86.277,2010,"Silver","Gasoline","Premium","Alloy",5.5
52.665,"550","No",41.221,2010,"Silver","Gasoline","unsp","Alloy",5.5
52.786,"550","No",37.227,2010,"Black","Gasoline","unsp","unsp",5.5
49.991,"550","No",6.588,2010,"Black","Gasoline","Harman Kardon","unsp",5.5
43.999,"550","No",41.827,2011,"Black","Gasoline","Harman Kardon","Alloy",5.5
34.995,"550","No",84.557,2010,"Black","Gasoline","unsp","Alloy",5.5
37.452,"550","Yes",63.184,2010,"Black","Gasoline","Harman Kardon","unsp",5.5
43.995,"550","No",53.501,2011,"Other","Gasoline","unsp","Alloy",5.5
52.9,"550","No",10.5,2011,"Silver","Gasoline","Premium","Alloy",5.5
42.9,"550","Yes",43.825,2010,"Other","Gasoline","unsp","unsp",5.5
47.215,"550","No",43.224,2011,"Black","Gasoline","Harman Kardon","Alloy",5.5
39.991,"550","No",66.879,2010,"White","Gasoline","unsp","unsp",5.5
51.992,"550","Yes",38.868,2011,"Black","Gasoline","Premium","Alloy",5.5
48.888,"550","Yes",27.952,2011,"Silver","Gasoline","Harman Kardon","Alloy",5.5
60.881,"550","No",24.674,2011,"Other","Gasoline","Harman Kardon","unsp",5.5
29.895,"550","No",89.951,2010,"Black","Gasoline","Harman Kardon","unsp",5.5
42.975,"550","No",51.741,2010,"Black","Gasoline","unsp","Alloy",5.5
53.994,"550","No",37.54,2011,"Silver","Gasoline","Bang Olufsen","unsp",5.5
48.997,"550","No",43.671,2012,"Black","Gasoline","Harman Kardon","Alloy",4.6
57.8,"550","No",23.954,2013,"Other","Gasoline","unsp","unsp",4.6
45.991,"550","No",43.589,2012,"Black","Gasoline","Premium","Premium",4.6
30.6,"550","No",24.482,2013,"White","Gasoline","unsp","Alloy",4.6
63.981,"550","No",16.413,2013,"Other","Gasoline","Premium","Alloy",4.6
77.99,"550","Yes",1.021,2013,"White","Gasoline","unsp","Alloy",4.6
47.995,"550","Yes",46.909,2012,"Black","Gasoline","Harman Kardon","unsp",4.6
41.5,"550","No",51.347,2012,"Black","Gasoline","unsp","Alloy",4.6
57.99,"550","No",21.402,2012,"Black","Gasoline","unsp","unsp",4.6
71.464,"550","Yes",16.894,2013,"White","Gasoline","Premium","Alloy",4.6
61.991,"550","No",29.834,2013,"White","Gasoline","Harman Kardon","Alloy",4.6
53.995,"550","No",25.963,2012,"Black","Gasoline","Premium","Alloy",4.6
59.998,"550","No",15.726,2012,"Black","Gasoline","unsp","unsp",4.6
64.991,"550","Yes",24.261,2012,"Black","Gasoline","unsp","unsp",4.6
54.8,"550","No",21.21,2013,"Black","Gasoline","Premium","unsp",4.6
47.495,"550","No",56.624,2012,"White","Gasoline","Harman Kardon","unsp",4.6
44.895,"550","Yes",31.641,2012,"Silver","Gasoline","unsp","Alloy",4.6
52.995,"550","Yes",31.279,2013,"Silver","Gasoline","unsp","unsp",4.6
29.917,"Other","No",69.724,2010,"White","Hybrid","Harman Kardon","unsp",3.5
49.95,"Other","Yes",35.895,2011,"Black","Hybrid","Harman Kardon","Alloy",3.5
3.195,"Other","No",132.731,1995,"Other","Gasoline","unsp","Alloy",3.2
5.95,"Other","No",113.256,1998,"Other","Gasoline","Premium","unsp",3.2
5.895,"Other","No",237.771,1999,"Other","Gasoline","unsp","unsp",3.2
5.25,"Other","No",133.75,1995,"White","Gasoline","unsp","Alloy",4.2
7.998,"Other","No",51.267,1995,"Black","Gasoline","unsp","unsp",4.2
9.998,"Other","No",49.526,1994,"Black","Gasoline","unsp","unsp",4.2
2.9,"Other","No",120,1998,"Other","Gasoline","Premium","Alloy",4.2
9.981,"Other","No",78.282,1999,"White","Gasoline","Premium","Alloy",4.2
3.1,"Other","No",174.645,1997,"Silver","Gasoline","unsp","Alloy",4.2
7.988,"500","No",135.95,1995,"Black","Gasoline","Premium","Alloy",5
4.3,"500","No",127.219,1995,"Black","Gasoline","Premium","Alloy",5
14.55,"500","No",145.5,1997,"White","Gasoline","unsp","unsp",5
9,"500","No",11.4,1994,"Black","Gasoline","unsp","unsp",5
8.999,"Other","No",139.7,2006,"Black","Gasoline","Premium","Alloy",3.7
15.995,"Other","No",69.536,2006,"Silver","Gasoline","unsp","unsp",3.7
12.495,"Other","No",98.264,2006,"Black","Gasoline","unsp","Alloy",3.7
9.99,"430","No",110.242,2001,"Silver","Gasoline","Bose","unsp",4.3
6.5,"430","No",160,2002,"Black","Gasoline","Bose","Alloy",4.3
9.988,"430","No",102,2001,"Other","Gasoline","unsp","unsp",4.3
7.995,"430","No",143.679,2002,"Silver","Gasoline","Premium","Alloy",4.3
7.991,"430","No",147.022,2002,"Other","Gasoline","Bose","Alloy",4.3
6.99,"430","No",142.392,2002,"Silver","Gasoline","Bose","Alloy",4.3
6.99,"430","No",160.444,2001,"Silver","Gasoline","unsp","unsp",4.3
7,"430","No",111.363,2003,"Silver","Gasoline","Premium","unsp",4.3
10.995,"430","No",106.983,2005,"Other","Gasoline","unsp","Alloy",4.3
7.95,"430","No",208.904,2000,"Black","Gasoline","unsp","unsp",4.3
